TransactionID,CustomerID,Customer name,Product name,catogory,ProductID,TransactionDate,Quantity,TotalValue,Price,Region
T00346,C0149,Tina Wilson,ActiveWear Wall Art,Home Decor,P084,04-09-2024 16:45,4,1351.64,337.91,Europe
T00444,C0127,Kathryn Stevens,ActiveWear Wall Art,Home Decor,P084,02-08-2024 03:30,1,337.91,337.91,Europe
T00752,C0178,Carol Williams,ActiveWear Wall Art,Home Decor,P084,4/25/2024 22:21,4,1351.64,337.91,Asia
T00753,C0075,Misty Higgins,ActiveWear Wall Art,Home Decor,P084,12-06-2024 01:59,4,1351.64,337.91,Europe
T00862,C0106,Amanda Mcguire,ActiveWear Wall Art,Home Decor,P084,05-06-2024 07:02,2,675.82,337.91,Asia
T00940,C0059,Mrs. Kimberly Wright,ActiveWear Wall Art,Home Decor,P084,9/14/2024 15:29,4,1351.64,337.91,North America
T00958,C0026,Sara Miller,ActiveWear Wall Art,Home Decor,P084,10-07-2024 21:52,3,1013.73,337.91,North America
T00990,C0195,Jeremy Mclaughlin,ActiveWear Wall Art,Home Decor,P084,8/18/2024 21:30,2,675.82,337.91,South America
T00025,C0027,Justin Heath,ComfortLiving Biography,Books,P003,10-11-2024 21:32,4,176.48,44.12,Asia
T00102,C0153,Justin Smith,ComfortLiving Biography,Books,P003,7/20/2024 16:04,2,88.24,44.12,South America
T00242,C0178,Carol Williams,ComfortLiving Biography,Books,P003,10-08-2024 06:27,1,44.12,44.12,Asia
T00381,C0109,Abigail Jones,ComfortLiving Biography,Books,P003,8/16/2024 19:39,4,176.48,44.12,North America
T00430,C0135,Toni Weaver,ComfortLiving Biography,Books,P003,5/16/2024 3:37,2,88.24,44.12,Europe
T00574,C0172,Jamie Webb,ComfortLiving Biography,Books,P003,7/23/2024 20:01,1,44.12,44.12,Europe
T00600,C0101,Kelsey Roberts,ComfortLiving Biography,Books,P003,01-02-2024 11:26,3,132.36,44.12,Asia
T00633,C0137,Robert Gardner,ComfortLiving Biography,Books,P003,3/20/2024 23:29,3,132.36,44.12,South America
T00686,C0012,Kevin May,ComfortLiving Biography,Books,P003,05-12-2024 12:53,4,176.48,44.12,South America
T00826,C0169,Jennifer Shaw,ComfortLiving Biography,Books,P003,7/20/2024 11:22,2,88.24,44.12,South America
T00914,C0094,Emily Trevino,ComfortLiving Biography,Books,P003,03-10-2024 12:10,2,88.24,44.12,North America
T00991,C0111,Roger David,ComfortLiving Biography,Books,P003,1/26/2024 22:34,3,132.36,44.12,Europe
T00026,C0136,Kristen Holder,ComfortLiving Desk Lamp,Home Decor,P051,02-01-2024 08:58,3,195.48,65.16,Asia
T00044,C0046,Beth Cardenas,ComfortLiving Desk Lamp,Home Decor,P051,03-09-2024 09:06,3,195.48,65.16,North America
T00079,C0147,Hunter Fuller,ComfortLiving Desk Lamp,Home Decor,P051,05-09-2024 16:33,1,65.16,65.16,South America
T00169,C0152,Justin Evans,ComfortLiving Desk Lamp,Home Decor,P051,06-09-2024 15:20,1,65.16,65.16,South America
T00297,C0131,Scott Wilson,ComfortLiving Desk Lamp,Home Decor,P051,1/18/2024 1:32,3,195.48,65.16,North America
T00386,C0116,James Martinez,ComfortLiving Desk Lamp,Home Decor,P051,09-03-2024 03:40,4,260.64,65.16,North America
T00590,C0157,Miguel Wong,ComfortLiving Desk Lamp,Home Decor,P051,05-04-2024 20:38,2,130.32,65.16,North America
T00607,C0175,Matthew Johnson,ComfortLiving Desk Lamp,Home Decor,P051,10-04-2024 01:18,4,260.64,65.16,Asia
T00856,C0043,Sandy Short MD,ComfortLiving Desk Lamp,Home Decor,P051,9/19/2024 14:24,2,130.32,65.16,Asia
T00957,C0076,Emily Roberts,ComfortLiving Desk Lamp,Home Decor,P051,2/21/2024 4:21,3,195.48,65.16,South America
T00027,C0124,Lindsay Perez,SoundWave Novel,Books,P086,3/30/2024 21:17,2,881.4,440.7,Europe
T00069,C0021,Robert Blanchard,SoundWave Novel,Books,P086,1/13/2024 0:48,4,1762.8,440.7,Asia
T00193,C0041,Lindsey Deleon,SoundWave Novel,Books,P086,06-10-2024 11:46,4,1762.8,440.7,Europe
T00420,C0057,Elizabeth Nguyen,SoundWave Novel,Books,P086,7/31/2024 21:34,4,1762.8,440.7,Europe
T00493,C0126,Caitlin Brown,SoundWave Novel,Books,P086,11/28/2024 19:01,4,1762.8,440.7,South America
T00587,C0165,Juan Mcdaniel,SoundWave Novel,Books,P086,08-09-2024 08:58,4,1762.8,440.7,South America
T00691,C0171,Michael Cowan,SoundWave Novel,Books,P086,1/13/2024 11:31,3,1322.1,440.7,South America
T00813,C0006,Brittany Palmer,SoundWave Novel,Books,P086,10-07-2024 04:07,3,1322.1,440.7,South America
T00896,C0093,Nancy Walker,SoundWave Novel,Books,P086,3/26/2024 18:01,1,440.7,440.7,Asia
T00028,C0106,Amanda Mcguire,ComfortLiving Cookware Set,Home Decor,P047,11/27/2024 5:40,2,318.66,159.33,Asia
T00047,C0136,Kristen Holder,ComfortLiving Cookware Set,Home Decor,P047,4/23/2024 17:09,4,637.32,159.33,Asia
T00107,C0175,Matthew Johnson,ComfortLiving Cookware Set,Home Decor,P047,9/25/2024 20:31,3,477.99,159.33,Asia
T00197,C0075,Misty Higgins,ComfortLiving Cookware Set,Home Decor,P047,2/21/2024 11:11,4,637.32,159.33,Europe
T00352,C0046,Beth Cardenas,ComfortLiving Cookware Set,Home Decor,P047,09-09-2024 04:31,2,318.66,159.33,North America
T00443,C0128,Henry Leach,ComfortLiving Cookware Set,Home Decor,P047,5/26/2024 8:08,2,318.66,159.33,Asia
T00524,C0014,Deborah Wilcox,ComfortLiving Cookware Set,Home Decor,P047,1/17/2024 18:31,2,318.66,159.33,Europe
T00531,C0022,Teresa Esparza,ComfortLiving Cookware Set,Home Decor,P047,07-10-2024 07:04,1,159.33,159.33,Asia
T00539,C0159,Austin Miller,ComfortLiving Cookware Set,Home Decor,P047,12/13/2024 17:21,4,637.32,159.33,Asia
T00897,C0195,Jeremy Mclaughlin,ComfortLiving Cookware Set,Home Decor,P047,4/30/2024 14:23,3,477.99,159.33,South America
T00029,C0193,Douglas Torres,TechPro Novel,Books,P068,02-12-2024 03:10,3,1341.69,447.23,Asia
T00071,C0059,Mrs. Kimberly Wright,TechPro Novel,Books,P068,10/24/2024 0:10,1,447.23,447.23,North America
T00118,C0082,Aimee Taylor,TechPro Novel,Books,P068,11/30/2024 7:11,3,1341.69,447.23,South America
T00156,C0081,Kimberly Turner,TechPro Novel,Books,P068,11-08-2024 18:02,1,447.23,447.23,Europe
T00199,C0160,Jodi Cook,TechPro Novel,Books,P068,01-07-2024 09:51,1,447.23,447.23,North America
T00287,C0165,Juan Mcdaniel,TechPro Novel,Books,P068,12/26/2024 6:46,4,1788.92,447.23,South America
T00308,C0139,Ricky Gutierrez,TechPro Novel,Books,P068,9/29/2024 13:03,2,894.46,447.23,North America
T00425,C0008,David Li,TechPro Novel,Books,P068,08-01-2024 14:20,1,447.23,447.23,North America
T00447,C0035,Brianna Richardson,TechPro Novel,Books,P068,9/30/2024 17:00,3,1341.69,447.23,North America
T00450,C0104,Laura Bennett,TechPro Novel,Books,P068,8/23/2024 2:14,1,447.23,447.23,South America
T00833,C0187,Kayla Kelly,TechPro Novel,Books,P068,01-09-2024 11:36,3,1341.69,447.23,South America
T00030,C0185,Kathleen Logan,BookWorld Running Shoes,Clothing,P092,8/20/2024 5:30,3,1167.6,389.2,North America
T00340,C0098,Laura Gilbert,BookWorld Running Shoes,Clothing,P092,07-02-2024 05:35,2,778.4,389.2,North America
T00410,C0042,Heather Riley,BookWorld Running Shoes,Clothing,P092,10/30/2024 12:42,4,1556.8,389.2,North America
T00426,C0026,Sara Miller,BookWorld Running Shoes,Clothing,P092,3/20/2024 10:30,1,389.2,389.2,North America
T00439,C0141,Paul Parsons,BookWorld Running Shoes,Clothing,P092,07-01-2024 14:11,4,1556.8,389.2,Europe
T00618,C0103,Jennifer Munoz,BookWorld Running Shoes,Clothing,P092,03-04-2024 04:39,1,389.2,389.2,Europe
T00652,C0149,Tina Wilson,BookWorld Running Shoes,Clothing,P092,4/27/2024 1:00,4,1556.8,389.2,Europe
T00676,C0081,Kimberly Turner,BookWorld Running Shoes,Clothing,P092,09-04-2024 02:55,4,1556.8,389.2,Europe
T00678,C0142,Nicole Long DVM,BookWorld Running Shoes,Clothing,P092,12/24/2024 20:00,3,1167.6,389.2,Asia
T00031,C0093,Nancy Walker,ActiveWear Jeans,Clothing,P076,8/31/2024 18:20,3,1287.87,429.29,Asia
T00106,C0158,Wendy Browning,ActiveWear Jeans,Clothing,P076,09-12-2024 09:25,4,1717.16,429.29,South America
T00149,C0093,Nancy Walker,ActiveWear Jeans,Clothing,P076,7/13/2024 13:50,4,1717.16,429.29,Asia
T00240,C0113,Joseph Ortiz Jr.,ActiveWear Jeans,Clothing,P076,1/24/2024 2:35,1,429.29,429.29,South America
T00487,C0159,Austin Miller,ActiveWear Jeans,Clothing,P076,7/21/2024 4:34,3,1287.87,429.29,Asia
T00614,C0042,Heather Riley,ActiveWear Jeans,Clothing,P076,4/28/2024 14:38,1,429.29,429.29,North America
T00694,C0188,Anna Ball,ActiveWear Jeans,Clothing,P076,6/30/2024 8:52,4,1717.16,429.29,South America
T00709,C0175,Matthew Johnson,ActiveWear Jeans,Clothing,P076,9/30/2024 5:29,1,429.29,429.29,Asia
T00754,C0143,Brian Parker,ActiveWear Jeans,Clothing,P076,1/30/2024 13:30,3,1287.87,429.29,Asia
T00894,C0155,Michelle Brown,ActiveWear Jeans,Clothing,P076,09-12-2024 09:37,2,858.58,429.29,South America
T00033,C0099,Rodney Eaton,BookWorld Jacket,Clothing,P036,12/17/2024 22:52,2,745.1,372.55,South America
T00080,C0139,Ricky Gutierrez,BookWorld Jacket,Clothing,P036,04-09-2024 07:47,1,372.55,372.55,North America
T00312,C0092,Jacqueline Zamora,BookWorld Jacket,Clothing,P036,1/27/2024 16:35,1,372.55,372.55,Asia
T00316,C0141,Paul Parsons,BookWorld Jacket,Clothing,P036,12-03-2024 18:01,2,745.1,372.55,Europe
T00376,C0092,Jacqueline Zamora,BookWorld Jacket,Clothing,P036,10/21/2024 4:58,4,1490.2,372.55,Asia
T00407,C0067,Carl Gonzalez,BookWorld Jacket,Clothing,P036,10/17/2024 2:10,1,372.55,372.55,North America
T00469,C0083,Christina Stark,BookWorld Jacket,Clothing,P036,4/14/2024 12:03,1,372.55,372.55,South America
T00517,C0010,Aaron Cox,BookWorld Jacket,Clothing,P036,11/16/2024 18:14,3,1117.65,372.55,Europe
T00616,C0101,Kelsey Roberts,BookWorld Jacket,Clothing,P036,12-07-2024 12:23,2,745.1,372.55,Asia
T00659,C0013,Lauren Buchanan,BookWorld Jacket,Clothing,P036,11-03-2024 05:30,3,1117.65,372.55,South America
T00690,C0029,Erin Manning,BookWorld Jacket,Clothing,P036,12/26/2024 1:49,3,1117.65,372.55,North America
T00925,C0093,Nancy Walker,BookWorld Jacket,Clothing,P036,04-04-2024 03:50,1,372.55,372.55,Asia
T00036,C0035,Brianna Richardson,BookWorld Smartwatch,Electronics,P013,1/17/2024 12:40,1,114.2,114.2,North America
T00097,C0045,Michael Williams,BookWorld Smartwatch,Electronics,P013,06-08-2024 14:47,4,456.8,114.2,Asia
T00144,C0084,Belinda Garner,BookWorld Smartwatch,Electronics,P013,1/24/2024 9:21,1,114.2,114.2,Asia
T00201,C0118,Jacob Holt,BookWorld Smartwatch,Electronics,P013,11/14/2024 13:58,1,114.2,114.2,South America
T00498,C0039,Angela Harris,BookWorld Smartwatch,Electronics,P013,10/27/2024 5:26,1,114.2,114.2,South America
T00544,C0075,Misty Higgins,BookWorld Smartwatch,Electronics,P013,6/13/2024 7:28,3,342.6,114.2,Europe
T00560,C0069,Stacy Foster,BookWorld Smartwatch,Electronics,P013,05-09-2024 09:15,3,342.6,114.2,Europe
T00697,C0084,Belinda Garner,BookWorld Smartwatch,Electronics,P013,10/16/2024 6:10,3,342.6,114.2,Asia
T00738,C0157,Miguel Wong,BookWorld Smartwatch,Electronics,P013,3/19/2024 16:14,3,342.6,114.2,North America
T00803,C0197,Christina Harvey,BookWorld Smartwatch,Electronics,P013,1/13/2024 4:52,4,456.8,114.2,Europe
T00919,C0091,Lisa Kirk,BookWorld Smartwatch,Electronics,P013,03-10-2024 12:56,3,342.6,114.2,South America
T00038,C0084,Belinda Garner,ActiveWear Textbook,Books,P058,09-05-2024 08:46,2,315.24,157.62,Asia
T00124,C0076,Emily Roberts,ActiveWear Textbook,Books,P058,02-07-2024 01:32,3,472.86,157.62,South America
T00227,C0049,Jason Yates,ActiveWear Textbook,Books,P058,4/25/2024 18:50,2,315.24,157.62,North America
T00365,C0102,Michael Atkinson,ActiveWear Textbook,Books,P058,04-09-2024 18:48,4,630.48,157.62,South America
T00404,C0022,Teresa Esparza,ActiveWear Textbook,Books,P058,9/17/2024 15:12,2,315.24,157.62,Asia
T00416,C0152,Justin Evans,ActiveWear Textbook,Books,P058,1/13/2024 10:46,1,157.62,157.62,South America
T00471,C0102,Michael Atkinson,ActiveWear Textbook,Books,P058,01-12-2024 17:34,4,630.48,157.62,South America
T00566,C0139,Ricky Gutierrez,ActiveWear Textbook,Books,P058,7/30/2024 11:43,2,315.24,157.62,North America
T00662,C0118,Jacob Holt,ActiveWear Textbook,Books,P058,11-08-2024 12:43,1,157.62,157.62,South America
T00667,C0047,Samantha Frank,ActiveWear Textbook,Books,P058,4/26/2024 14:16,2,315.24,157.62,North America
T00681,C0153,Justin Smith,ActiveWear Textbook,Books,P058,09-05-2024 07:22,4,630.48,157.62,South America
T00824,C0156,William Adams,ActiveWear Textbook,Books,P058,5/20/2024 12:30,1,157.62,157.62,North America
T00981,C0112,Brian Adkins,ActiveWear Textbook,Books,P058,07-10-2024 02:32,4,630.48,157.62,South America
T00039,C0056,Erika Fernandez,ActiveWear Smartwatch,Electronics,P050,10/16/2024 1:04,2,875.3,437.65,Asia
T00191,C0172,Jamie Webb,ActiveWear Smartwatch,Electronics,P050,11/21/2024 12:52,1,437.65,437.65,Europe
T00328,C0085,Richard Brown,ActiveWear Smartwatch,Electronics,P050,09-04-2024 11:39,3,1312.95,437.65,South America
T00345,C0140,Gregory Estrada,ActiveWear Smartwatch,Electronics,P050,08-07-2024 09:24,4,1750.6,437.65,Asia
T00362,C0096,Benjamin Mcclure,ActiveWear Smartwatch,Electronics,P050,1/31/2024 7:07,2,875.3,437.65,South America
T00542,C0098,Laura Gilbert,ActiveWear Smartwatch,Electronics,P050,4/17/2024 0:48,1,437.65,437.65,North America
T00718,C0007,Paul Graves,ActiveWear Smartwatch,Electronics,P050,2/20/2024 9:22,1,437.65,437.65,Asia
T00770,C0181,Alexander Barker,ActiveWear Smartwatch,Electronics,P050,9/16/2024 21:24,2,875.3,437.65,South America
T00859,C0162,Edwin Watson,ActiveWear Smartwatch,Electronics,P050,01-11-2024 14:19,3,1312.95,437.65,Asia
T00902,C0009,Joy Clark,ActiveWear Smartwatch,Electronics,P050,10-12-2024 04:57,1,437.65,437.65,Europe
T00904,C0155,Michelle Brown,ActiveWear Smartwatch,Electronics,P050,1/17/2024 3:47,1,437.65,437.65,South America
T00979,C0112,Brian Adkins,ActiveWear Smartwatch,Electronics,P050,05-08-2024 03:42,3,1312.95,437.65,South America
T00984,C0156,William Adams,ActiveWear Smartwatch,Electronics,P050,05-04-2024 11:33,4,1750.6,437.65,North America
T00040,C0177,Julia Kelly,ActiveWear Cookbook,Books,P030,6/27/2024 19:13,4,1111.44,277.86,Asia
T00268,C0170,Logan Harris,ActiveWear Cookbook,Books,P030,5/20/2024 10:53,1,277.86,277.86,Europe
T00303,C0085,Richard Brown,ActiveWear Cookbook,Books,P030,10-11-2024 20:08,1,277.86,277.86,South America
T00491,C0136,Kristen Holder,ActiveWear Cookbook,Books,P030,06-07-2024 08:52,4,1111.44,277.86,Asia
T00511,C0081,Kimberly Turner,ActiveWear Cookbook,Books,P030,5/26/2024 5:56,3,833.58,277.86,Europe
T00604,C0011,Bryan Mathews,ActiveWear Cookbook,Books,P030,08-10-2024 15:04,1,277.86,277.86,South America
T00647,C0018,Tyler Haynes,ActiveWear Cookbook,Books,P030,08-03-2024 19:15,4,1111.44,277.86,North America
T00810,C0046,Beth Cardenas,ActiveWear Cookbook,Books,P030,01-06-2024 13:22,1,277.86,277.86,North America
T00938,C0087,Travis Campbell,ActiveWear Cookbook,Books,P030,2/21/2024 18:51,3,833.58,277.86,South America
T00042,C0189,Sherri Dixon,ActiveWear Cookware Set,Home Decor,P025,12/21/2024 2:16,2,569.24,284.62,North America
T00074,C0041,Lindsey Deleon,ActiveWear Cookware Set,Home Decor,P025,03-10-2024 02:20,3,853.86,284.62,Europe
T00304,C0174,Tracy Steele,ActiveWear Cookware Set,Home Decor,P025,12-12-2024 13:59,1,284.62,284.62,South America
T00331,C0005,Laura Weber,ActiveWear Cookware Set,Home Decor,P025,05-05-2024 13:03,3,853.86,284.62,Asia
T00456,C0004,Kathleen Rodriguez,ActiveWear Cookware Set,Home Decor,P025,12-12-2024 03:38,2,569.24,284.62,South America
T00462,C0003,Michael Rivera,ActiveWear Cookware Set,Home Decor,P025,06-03-2024 19:17,3,853.86,284.62,South America
T00573,C0162,Edwin Watson,ActiveWear Cookware Set,Home Decor,P025,11/17/2024 4:21,3,853.86,284.62,Asia
T00580,C0141,Paul Parsons,ActiveWear Cookware Set,Home Decor,P025,04-09-2024 07:28,1,284.62,284.62,Europe
T00658,C0021,Robert Blanchard,ActiveWear Cookware Set,Home Decor,P025,1/16/2024 11:22,1,284.62,284.62,Asia
T00832,C0064,Martha Montgomery,ActiveWear Cookware Set,Home Decor,P025,05-07-2024 01:08,3,853.86,284.62,Europe
T00842,C0055,Lauren Williams,ActiveWear Cookware Set,Home Decor,P025,1/24/2024 6:58,4,1138.48,284.62,North America
T00864,C0096,Benjamin Mcclure,ActiveWear Cookware Set,Home Decor,P025,8/22/2024 5:45,4,1138.48,284.62,South America
T00043,C0049,Jason Yates,SoundWave Headphones,Electronics,P027,03-02-2024 16:59,4,916.24,229.06,North America
T00141,C0039,Angela Harris,SoundWave Headphones,Electronics,P027,07-08-2024 19:55,3,687.18,229.06,South America
T00178,C0173,Francisco Young,SoundWave Headphones,Electronics,P027,01-05-2024 13:14,2,458.12,229.06,Asia
T00275,C0018,Tyler Haynes,SoundWave Headphones,Electronics,P027,2/17/2024 18:50,4,916.24,229.06,North America
T00326,C0019,Brandon Rodriguez,SoundWave Headphones,Electronics,P027,6/14/2024 11:41,3,687.18,229.06,Europe
T00337,C0064,Martha Montgomery,SoundWave Headphones,Electronics,P027,01-07-2024 16:11,4,916.24,229.06,Europe
T00453,C0034,Dalton Perez,SoundWave Headphones,Electronics,P027,07-10-2024 19:53,4,916.24,229.06,North America
T00739,C0098,Laura Gilbert,SoundWave Headphones,Electronics,P027,4/26/2024 7:31,2,458.12,229.06,North America
T00787,C0026,Sara Miller,SoundWave Headphones,Electronics,P027,06-04-2024 00:03,4,916.24,229.06,North America
T00871,C0084,Belinda Garner,SoundWave Headphones,Electronics,P027,03-12-2024 11:15,4,916.24,229.06,Asia
T00951,C0197,Christina Harvey,SoundWave Headphones,Electronics,P027,12/27/2024 18:20,2,458.12,229.06,Europe
T00045,C0113,Joseph Ortiz Jr.,HomeSense Rug,Home Decor,P078,07-09-2024 02:53,4,164.72,41.18,South America
T00123,C0113,Joseph Ortiz Jr.,HomeSense Rug,Home Decor,P078,7/25/2024 17:05,2,82.36,41.18,South America
T00164,C0062,Jeffery Hartman,HomeSense Rug,Home Decor,P078,07-10-2024 08:49,3,123.54,41.18,Europe
T00186,C0098,Laura Gilbert,HomeSense Rug,Home Decor,P078,04-02-2024 07:44,1,41.18,41.18,North America
T00431,C0067,Carl Gonzalez,HomeSense Rug,Home Decor,P078,8/15/2024 0:55,3,123.54,41.18,North America
T00515,C0190,Alexander Lowe,HomeSense Rug,Home Decor,P078,12/14/2024 0:46,1,41.18,41.18,South America
T00522,C0160,Jodi Cook,HomeSense Rug,Home Decor,P078,03-03-2024 09:40,4,164.72,41.18,North America
T00592,C0060,James Murphy,HomeSense Rug,Home Decor,P078,09-03-2024 07:19,2,82.36,41.18,Europe
T00635,C0166,John Rogers,HomeSense Rug,Home Decor,P078,7/25/2024 2:34,4,164.72,41.18,Europe
T00816,C0172,Jamie Webb,HomeSense Rug,Home Decor,P078,9/25/2024 6:56,2,82.36,41.18,Europe
T00048,C0043,Sandy Short MD,HomeSense Sweater,Clothing,P100,4/23/2024 22:46,2,252.68,126.34,Asia
T00115,C0161,Jessica Warren,HomeSense Sweater,Clothing,P100,03-10-2024 02:22,1,126.34,126.34,Asia
T00283,C0109,Abigail Jones,HomeSense Sweater,Clothing,P100,7/16/2024 14:50,4,505.36,126.34,North America
T00301,C0109,Abigail Jones,HomeSense Sweater,Clothing,P100,7/13/2024 8:15,2,252.68,126.34,North America
T00740,C0156,William Adams,HomeSense Sweater,Clothing,P100,8/24/2024 19:10,4,505.36,126.34,North America
T00820,C0077,Scott Sims,HomeSense Sweater,Clothing,P100,03-11-2024 10:55,2,252.68,126.34,South America
T00049,C0148,Matthew Rogers,TechPro Smartwatch,Electronics,P039,6/23/2024 14:05,3,1291.77,430.59,South America
T00086,C0168,Karen Clements MD,TechPro Smartwatch,Electronics,P039,7/14/2024 14:57,3,1291.77,430.59,South America
T00090,C0072,Sarah Scott,TechPro Smartwatch,Electronics,P039,03-10-2024 16:04,4,1722.36,430.59,North America
T00198,C0048,Matthew Park,TechPro Smartwatch,Electronics,P039,9/17/2024 7:53,1,430.59,430.59,South America
T00256,C0192,Sarah Arias,TechPro Smartwatch,Electronics,P039,7/30/2024 12:47,3,1291.77,430.59,South America
T00348,C0005,Laura Weber,TechPro Smartwatch,Electronics,P039,3/15/2024 4:08,2,861.18,430.59,Asia
T00391,C0096,Benjamin Mcclure,TechPro Smartwatch,Electronics,P039,08-02-2024 09:54,4,1722.36,430.59,South America
T00472,C0016,Emily Woods,TechPro Smartwatch,Electronics,P039,07-02-2024 06:30,1,430.59,430.59,North America
T00480,C0102,Michael Atkinson,TechPro Smartwatch,Electronics,P039,08-02-2024 03:34,3,1291.77,430.59,South America
T00523,C0114,Benjamin Anderson,TechPro Smartwatch,Electronics,P039,3/15/2024 12:05,3,1291.77,430.59,Europe
T00555,C0088,Carlos Murray,TechPro Smartwatch,Electronics,P039,12/15/2024 4:43,1,430.59,430.59,Asia
T00665,C0053,Albert Burke,TechPro Smartwatch,Electronics,P039,11-01-2024 12:16,4,1722.36,430.59,Europe
T00050,C0124,Lindsay Perez,ActiveWear Running Shoes,Clothing,P016,10-07-2024 07:58,1,330.05,330.05,Europe
T00056,C0192,Sarah Arias,ActiveWear Running Shoes,Clothing,P016,02-07-2024 14:37,1,330.05,330.05,South America
T00167,C0153,Justin Smith,ActiveWear Running Shoes,Clothing,P016,07-05-2024 11:53,3,990.15,330.05,South America
T00368,C0190,Alexander Lowe,ActiveWear Running Shoes,Clothing,P016,5/16/2024 9:05,4,1320.2,330.05,South America
T00579,C0051,Nicholas Ellis,ActiveWear Running Shoes,Clothing,P016,12/16/2024 17:36,1,330.05,330.05,Europe
T00683,C0111,Roger David,ActiveWear Running Shoes,Clothing,P016,1/27/2024 21:34,4,1320.2,330.05,Europe
T00700,C0016,Emily Woods,ActiveWear Running Shoes,Clothing,P016,8/15/2024 10:18,1,330.05,330.05,North America
T00802,C0046,Beth Cardenas,ActiveWear Running Shoes,Clothing,P016,9/25/2024 1:45,3,990.15,330.05,North America
T00942,C0105,Ryan Hampton,ActiveWear Running Shoes,Clothing,P016,6/19/2024 6:55,4,1320.2,330.05,Europe
T00051,C0097,Tina Ford,HomeSense Wall Art,Home Decor,P022,3/23/2024 5:58,1,137.54,137.54,Asia
T00160,C0065,Gerald Hines,HomeSense Wall Art,Home Decor,P022,7/29/2024 6:59,3,412.62,137.54,North America
T00252,C0154,Robert Sharp,HomeSense Wall Art,Home Decor,P022,06-12-2024 22:59,1,137.54,137.54,North America
T00271,C0035,Brianna Richardson,HomeSense Wall Art,Home Decor,P022,4/29/2024 19:45,3,412.62,137.54,North America
T00296,C0179,Donald Miller,HomeSense Wall Art,Home Decor,P022,7/23/2024 9:15,3,412.62,137.54,Europe
T00300,C0160,Jodi Cook,HomeSense Wall Art,Home Decor,P022,8/16/2024 8:44,4,550.16,137.54,North America
T00414,C0194,Stacy Cook,HomeSense Wall Art,Home Decor,P022,3/31/2024 3:46,3,412.62,137.54,North America
T00481,C0188,Anna Ball,HomeSense Wall Art,Home Decor,P022,8/30/2024 20:51,3,412.62,137.54,South America
T00509,C0025,Gregory Odom,HomeSense Wall Art,Home Decor,P022,8/13/2024 22:51,1,137.54,137.54,South America
T00612,C0140,Gregory Estrada,HomeSense Wall Art,Home Decor,P022,10/15/2024 18:21,1,137.54,137.54,Asia
T00742,C0124,Lindsay Perez,HomeSense Wall Art,Home Decor,P022,3/23/2024 5:53,2,275.08,137.54,Europe
T00761,C0199,Andrea Jenkins,HomeSense Wall Art,Home Decor,P022,10-01-2024 05:57,4,550.16,137.54,Europe
T00886,C0104,Laura Bennett,HomeSense Wall Art,Home Decor,P022,10/28/2024 14:36,3,412.62,137.54,South America
T00895,C0121,Mark Atkinson,HomeSense Wall Art,Home Decor,P022,05-03-2024 18:35,3,412.62,137.54,Europe
T00932,C0001,Lawrence Carroll,HomeSense Wall Art,Home Decor,P022,9/17/2024 9:01,3,412.62,137.54,South America
T00054,C0085,Richard Brown,SoundWave Rug,Home Decor,P021,02-05-2024 07:45,3,1007.52,335.84,South America
T00075,C0039,Angela Harris,SoundWave Rug,Home Decor,P021,10/27/2024 13:50,3,1007.52,335.84,South America
T00299,C0098,Laura Gilbert,SoundWave Rug,Home Decor,P021,8/27/2024 22:57,1,335.84,335.84,North America
T00440,C0136,Kristen Holder,SoundWave Rug,Home Decor,P021,7/24/2024 0:20,3,1007.52,335.84,Asia
T00457,C0158,Wendy Browning,SoundWave Rug,Home Decor,P021,7/18/2024 20:01,1,335.84,335.84,South America
T00687,C0182,Joshua Preston,SoundWave Rug,Home Decor,P021,3/31/2024 22:56,4,1343.36,335.84,Europe
T00737,C0157,Miguel Wong,SoundWave Rug,Home Decor,P021,5/19/2024 6:37,1,335.84,335.84,North America
T00763,C0185,Kathleen Logan,SoundWave Rug,Home Decor,P021,4/14/2024 23:09,3,1007.52,335.84,North America
T00807,C0086,Stephanie Peterson,SoundWave Rug,Home Decor,P021,10/23/2024 17:24,1,335.84,335.84,Europe
T00857,C0080,David Gonzalez,SoundWave Rug,Home Decor,P021,03-12-2024 15:48,3,1007.52,335.84,Asia
T00877,C0137,Robert Gardner,SoundWave Rug,Home Decor,P021,1/31/2024 15:36,2,671.68,335.84,South America
T00055,C0177,Julia Kelly,ActiveWear Headphones,Electronics,P072,06-12-2024 20:54,2,798.68,399.34,Asia
T00162,C0045,Michael Williams,ActiveWear Headphones,Electronics,P072,8/26/2024 13:10,3,1198.02,399.34,Asia
T00172,C0021,Robert Blanchard,ActiveWear Headphones,Electronics,P072,7/14/2024 6:50,2,798.68,399.34,Asia
T00529,C0152,Justin Evans,ActiveWear Headphones,Electronics,P072,10/21/2024 6:20,3,1198.02,399.34,South America
T00929,C0068,Mark Cox,ActiveWear Headphones,Electronics,P072,12/24/2024 23:45,3,1198.02,399.34,North America
T00994,C0040,Michael Harrell,ActiveWear Headphones,Electronics,P072,01-06-2024 21:49,2,798.68,399.34,Asia
T00057,C0062,Jeffery Hartman,SoundWave Jeans,Clothing,P059,07-03-2024 07:10,3,909.6,303.2,Europe
T00062,C0009,Joy Clark,SoundWave Jeans,Clothing,P059,10-12-2024 06:41,1,303.2,303.2,Europe
